record,prow,pcol,harvester,checks,plot,bloc,entry,r_expt,r_location,loccode,loc,year1,name,source,identity1,v_desc,selection,pedigree,growthstag,headcode,htcm,MicroSD,mmbran,mmch,mmflour,mmmids,notes,notes2,plotlen,plotwid,ppass,ppo,twtg,yieldg,ROI Label,Group,Name,Area of Ground,Area of Plant,Total ROI Area,% Ground Cover,% Plant Cover
885,25,50,0,0,3221,1,113,19 F5-7 LIND,Lind,LIN,2,2019,ARS Crescent,,,,,Dusty//MDN sib/Dusty///WA7665/RULO,-9,cbw,80,0.9,4.59,1,4.28,13.5,,,355.6,5.5,,D,.,2215,C02,19 F5-7,3221,287,2784,3071,0.093,0.907
886,24,50,0,0,3222,1,36,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-172,,14X1003,,-172,(02-08806A/X070051-0-0-47C),-9,cbw,80,1.8,4.11,2,4.68,13,,,363.22,5.5,,D,.,2130,D02,19 F5-7,3222,322,2749,3071,0.105,0.895
887,23,50,0,0,3223,1,72,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-52,,828,,-52,(X010770-0-1/02-10606A),-9,caw,85,2.9,4.7,3,4.64,12.3,,,317.5,5.5,,D,.,2170,E02,19 F5-7,3223,1190,1881,3071,0.387,0.613
888,22,50,0,0,3224,1,58,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-15,,828,,-15,(X010770-0-1/02-10606A),-9,cbw,85,2.9,4.85,4,5.94,12.8,,,378.46,5.5,,M,.,1890,F02,19 F5-7,3224,249,2822,3071,0.081,0.919
889,21,50,0,0,3225,1,124,19 F5-7 LIND,Lind,LIN,2,2019,Pritchett,16 SOFT ELITE ADV DIS,4J071366-1,17 Soft Elite,,3J030235-1//Bruehl -1 -4,-9,cbw,90,1,4.11,1,4.87,12.9,,,355.6,5.5,,M,.,2020,G02,19 F5-7,3225,717,2354,3071,0.233,0.767
890,20,50,0,0,3226,1,10,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-72,,14X1003,,-72,(02-08806A/X070051-0-0-47C),-9,cbw,80,3,3.85,2,5.32,12.7,,,340.36,5.5,,M,.,1865,H02,19 F5-7,3226,62,3009,3071,0.02,0.98
891,19,50,0,0,3227,1,43,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-182,,14X1003,,-182,(02-08806A/X070051-0-0-47C),-9,cbw,84,2,3.78,3,5.44,13,,,353.06,5.5,,M,.,2140,I02,19 F5-7,3227,579,2492,3071,0.189,0.811
892,18,50,0,0,3228,1,116,19 F5-7 LIND,Lind,LIN,2,2019,LCS-HULK,,,,,,-9,lbw,90,3.7,4.09,4,6.52,11.4,,,355.6,5.5,,D,.,2400,J02,19 F5-7,3228,59,3012,3071,0.019,0.981
893,17,50,0,0,3229,1,110,19 F5-7 LIND,Lind,LIN,2,2019,14X1008-0-0-32,,14X1008,,-32,(5J030235-7/X06041-0-0-1-9L),-9,cbw,80,2,4.68,1,4.04,13,,,317.5,5.5,,M,.,1790,K02,19 F5-7,3229,222,2849,3071,0.072,0.928
894,16,50,0,0,3230,1,3,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-60,,14X1003,,-60,(02-08806A/X070051-0-0-47C),-9,cbw,73,3,4.23,2,5.27,12.7,,,373.38,5.5,,M,.,1995,L02,19 F5-7,3230,608,2463,3071,0.198,0.802
895,15,50,0,0,3231,1,67,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-40,,828,,-40,(X010770-0-1/02-10606A),-9,cbw,85,2.5,4.42,3,4.91,11.9,,,398.78,5.5,,M,.,2545,M02,19 F5-7,3231,651,2420,3071,0.212,0.788
896,14,50,0,0,3232,1,99,19 F5-7 LIND,Lind,LIN,2,2019,14X1008-0-0-7,,14X1008,,-7,(5J030235-7/X06041-0-0-1-9L),-9,cbw,87,2.5,4.12,4,6.16,11.2,,,317.5,5.5,,M,.,1715,N02,19 F5-7,3232,122,2949,3071,0.04,0.96
897,13,50,0,0,3233,1,123,19 F5-7 LIND,Lind,LIN,2,2019,Jasper,2019 Freeze Test,WA 8169,SWW,,J950081-0001/Brundage 96 - 2,-9,lbw,80,2.4,4.4,1,3.85,10.9,,,370.84,5.5,,L,.,1875,O02,19 F5-7,3233,1399,1672,3071,0.456,0.544
898,12,50,0,0,3234,1,23,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-121,,14X1003,,-121,(02-08806A/X070051-0-0-47C),-9,cbw,90,2,3.62,2,4.62,11.3,,,327.66,5.5,,L,.,1875,P02,19 F5-7,3234,469,2602,3071,0.153,0.847
899,11,50,0,0,3235,1,87,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-97,,828,,-97,(X010770-0-1/02-10606A),-9,cbw,80,2.6,4.53,3,4.89,12.7,,,373.38,5.5,,M,.,2215,Q02,19 F5-7,3235,770,2301,3071,0.251,0.749
900,10,50,0,0,3236,1,30,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-140,,14X1003,,-140,(02-08806A/X070051-0-0-47C),-9,cbw,73,3.2,4.11,4,5.16,12.9,,,355.6,5.5,,M,.,2175,R02,19 F5-7,3236,1019,2052,3071,0.332,0.668
901,10,51,0,0,3237,1,108,19 F5-7 LIND,Lind,LIN,2,2019,14X1008-0-0-26,,14X1008,,-26,(5J030235-7/X06041-0-0-1-9L),-9,cbw,90,2.4,4.16,1,4.88,12.7,,,363.22,5.5,,D,.,2320,R03,19 F5-7,3237,1505,1566,3071,0.49,0.51
902,11,51,0,0,3238,1,124,19 F5-7 LIND,Lind,LIN,2,2019,Pritchett,16 SOFT ELITE ADV DIS,4J071366-1,17 Soft Elite,,3J030235-1//Bruehl -1 -4,-9,cbw,90,1.4,3.13,2,5.66,9.7,,,355.6,5.5,,D,.,2790,Q03,19 F5-7,3238,954,2117,3071,0.311,0.689
903,12,51,0,0,3239,1,57,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-9,,828,,-9,(X010770-0-1/02-10606A),-9,cbw,80,4,3.94,3,5.73,11.3,,,317.5,5.5,,D,.,1710,P03,19 F5-7,3239,432,2639,3071,0.141,0.859
904,13,51,0,0,3240,1,90,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-105,,828,,-105,(X010770-0-1/02-10606A),-9,caw,90,3.6,4.16,4,6.58,11.6,,,373.38,5.5,,M,.,2445,O03,19 F5-7,3240,310,2761,3071,0.101,0.899
905,14,51,0,0,3241,1,63,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-31,,828,,-31,(X010770-0-1/02-10606A),-9,caw,87,3,4.72,1,3.92,13.6,,,312.42,5.5,,M,.,1965,N03,19 F5-7,3241,301,2770,3071,0.098,0.902
906,15,51,0,0,3242,1,120,19 F5-7 LIND,Lind,LIN,2,2019,14X1008-0-0-40,,14X1008,,-40,(5J030235-7/X06041-0-0-1-9L),-9,cbw,80,2.1,3.85,2,5.24,10,,,393.7,5.5,,M,.,2430,M03,19 F5-7,3242,78,2993,3071,0.025,0.975
907,16,51,0,0,3243,1,24,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-122,,14X1003,,-122,(02-08806A/X070051-0-0-47C),-9,cbw,75,3.2,3.93,3,4.42,13.9,,,388.62,5.5,,D,.,1960,L03,19 F5-7,3243,88,2983,3071,0.029,0.971
908,17,51,0,0,3244,1,4,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-65,,14X1003,,-65,(02-08806A/X070051-0-0-47C),-9,cbw,78,2.3,3.93,4,5.79,12.2,,,320.04,5.5,,L,.,1670,K03,19 F5-7,3244,143,2928,3071,0.047,0.953
909,18,51,0,0,3245,1,91,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-108,,828,,-108,(X010770-0-1/02-10606A),-9,cbaw,85,1.6,4.52,1,4.82,13,,,381,5.5,,M,.,2125,J03,19 F5-7,3245,82,2989,3071,0.027,0.973
910,19,51,0,0,3246,1,47,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-194,,14X1003,,-194,(02-08806A/X070051-0-0-47C),-9,cbw,85,2,3.85,2,4.95,12.5,,,330.2,5.5,,L,.,2210,I03,19 F5-7,3246,756,2315,3071,0.246,0.754
911,20,51,0,0,3247,1,114,19 F5-7 LIND,Lind,LIN,2,2019,Bobtail,2019 SW Winter PUL,,SWW,,,-9,law,76,2.9,3.9,3,5.75,11.6,,,322.58,5.5,,M,.,1710,H03,19 F5-7,3247,138,2933,3071,0.045,0.955
912,21,51,0,0,3248,1,104,19 F5-7 LIND,Lind,LIN,2,2019,14X1008-0-0-14,,14X1008,,-14,(5J030235-7/X06041-0-0-1-9L),-9,cbw,85,2,3.85,4,6.34,10.7,,,355.6,5.5,,M,.,2475,G03,19 F5-7,3248,229,2842,3071,0.075,0.925
913,22,51,0,0,3249,1,123,19 F5-7 LIND,Lind,LIN,2,2019,Jasper,2019 Freeze Test,WA 8169,SWW,,J950081-0001/Brundage 96 - 2,-9,lbw,85,2.8,3.99,1,4.47,10.6,,,360.68,5.5,,L,.,1590,F03,19 F5-7,3249,416,2655,3071,0.135,0.865
914,23,51,0,0,3250,1,52,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-1,,828,,-1,(X010770-0-1/02-10606A),-9,caw,87,3.7,3.8,2,4.88,10.2,,,320.04,5.5,,D,.,1870,E03,19 F5-7,3250,1358,1713,3071,0.442,0.558
915,24,51,0,0,3251,1,106,19 F5-7 LIND,Lind,LIN,2,2019,14X1008-0-0-21,,14X1008,,-21,(5J030235-7/X06041-0-0-1-9L),-9,cbw,82,2.3,3.77,3,5.59,11.7,,,373.38,5.5,,M,.,2450,D03,19 F5-7,3251,923,2148,3071,0.301,0.699
916,25,51,0,0,3252,1,105,19 F5-7 LIND,Lind,LIN,2,2019,14X1008-0-0-17,,14X1008,,-17,(5J030235-7/X06041-0-0-1-9L),-9,cbw,85,3.6,3.61,4,6.58,11.2,,,347.98,5.5,,D,.,2345,C03,19 F5-7,3252,688,2383,3071,0.224,0.776
917,26,51,0,0,3253,1,82,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-90,,828,,-90,(X010770-0-1/02-10606A),-9,caw,83,2.5,4.56,1,3.99,13.6,,,337.82,5.5,,D,.,1925,B03,19 F5-7,3253,388,2683,3071,0.126,0.874
918,27,51,0,0,3254,1,88,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-99,,828,,-99,(X010770-0-1/02-10606A),-9,cbaw,85,2.2,4,2,5.58,11.5,,,365.76,5.5,,M,.,2300,A03,19 F5-7,3254,288,2783,3071,0.094,0.906
919,27,52,0,0,3255,1,69,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-42,,828,,-42,(X010770-0-1/02-10606A),-9,cbw,98,1.5,4.25,3,5.43,10.9,,,391.16,5.5,,M,59.12,1820,A04,19 F5-7,3255,384,2687,3071,0.125,0.875
920,26,52,0,0,3256,1,45,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-186,,14X1003,,-186,(02-08806A/X070051-0-0-47C),-9,cbw,80,3,4.28,4,5.55,12.9,,,330.2,5.5,,D,58.82,1750,B04,19 F5-7,3256,255,2816,3071,0.083,0.917
921,25,52,0,0,3257,1,18,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-105,,14X1003,,-105,(02-08806A/X070051-0-0-47C),-9,cbw,88,1.9,4.01,1,4.2,13.5,,,347.98,5.5,,D,60.2,2120,C04,19 F5-7,3257,303,2768,3071,0.099,0.901
922,24,52,0,0,3258,1,123,19 F5-7 LIND,Lind,LIN,2,2019,Jasper,2019 Freeze Test,WA 8169,SWW,,J950081-0001/Brundage 96 - 2,-9,lbw,80,3.3,3.24,2,6.23,9.46,,,350.52,5.5,,L,59.18,1800,D04,19 F5-7,3258,5,3066,3071,0.002,0.998
923,23,52,0,0,3259,1,19,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-106,,14X1003,,-106,(02-08806A/X070051-0-0-47C),-9,cbw,88,2.4,3.57,3,5.22,13.4,,,332.74,5.5,,M,59.57,2150,E04,19 F5-7,3259,7,3064,3071,0.002,0.998
924,22,52,0,0,3260,1,29,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-133,,14X1003,,-133,(02-08806A/X070051-0-0-47C),-9,cbw,85,2.3,3.64,4,6.43,11.7,,,388.62,5.5,,L,61.25,2040,F04,19 F5-7,3260,299,2772,3071,0.097,0.903
925,21,52,0,0,3261,1,100,19 F5-7 LIND,Lind,LIN,2,2019,14X1008-0-0-8,,14X1008,,-8,(5J030235-7/X06041-0-0-1-9L),-9,cbw,78,2.6,4.2,1,4.45,13.9,,,353.06,5.5,,M,61.25,2200,G04,19 F5-7,3261,233,2838,3071,0.076,0.924
926,20,52,0,0,3262,1,115,19 F5-7 LIND,Lind,LIN,2,2019,BRUEHL,2019 SW Winter ALM,SNP1275,WC,,UNA(NS1971)/5/Oasis/4/Luke//Itana/,-9,cbw,85,2.1,3.51,2,5.82,11.4,,,342.9,5.5,,M,58.53,2440,H04,19 F5-7,3262,75,2996,3071,0.024,0.976
927,19,52,0,0,3263,1,40,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-178,,14X1003,,-178,(02-08806A/X070051-0-0-47C),-9,cbw,72,3.6,3.61,3,4.97,12.8,,,332.74,5.5,,M,61.36,2140,I04,19 F5-7,3263,326,2745,3071,0.106,0.894
928,18,52,0,0,3264,1,83,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-91,,828,,-91,(X010770-0-1/02-10606A),-9,caw,87,3.3,4,4,6.08,11.5,,,375.92,5.5,,D,58.72,2610,J04,19 F5-7,3264,47,3024,3071,0.015,0.985
929,17,52,0,0,3265,1,112,19 F5-7 LIND,Lind,LIN,2,2019,14X1008-0-0-34,,14X1008,,-34,(5J030235-7/X06041-0-0-1-9L),-9,caw,82,2.7,4.02,1,4.13,11.6,,,325.12,5.5,,D,58.55,1780,K04,19 F5-7,3265,12,3059,3071,0.004,0.996
930,16,52,0,0,3266,1,124,19 F5-7 LIND,Lind,LIN,2,2019,Pritchett,16 SOFT ELITE ADV DIS,4J071366-1,17 Soft Elite,,3J030235-1//Bruehl -1 -4,-9,cbw,85,1.2,3.35,2,5.97,10.1,,,383.54,5.5,,M,60.07,2280,L04,19 F5-7,3266,91,2980,3071,0.03,0.97
931,15,52,0,0,3267,1,50,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-198,,14X1003,,-198,(02-08806A/X070051-0-0-47C),-9,cbw,82,2.2,3.74,3,5.18,13.8,,,386.08,5.5,,L,60.04,2330,M04,19 F5-7,3267,48,3023,3071,0.016,0.984
932,14,52,0,0,3268,1,65,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-36,,828,,-36,(X010770-0-1/02-10606A),-9,cbw,95,2.5,3.97,4,7.2,11.3,,,320.04,5.5,,M,61.39,2380,N04,19 F5-7,3268,149,2922,3071,0.049,0.951
933,13,52,0,0,3269,1,26,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-125,,14X1003,,-125,(02-08806A/X070051-0-0-47C),-9,cbw,77,2.8,4.26,1,4.18,14.4,,,375.92,5.5,,D,60.42,1980,O04,19 F5-7,3269,818,2253,3071,0.266,0.734
934,12,52,0,0,3270,1,56,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-7,,828,,-7,(X010770-0-1/02-10606A),-9,caw,82,3.2,3.98,2,5.74,11.3,,,337.82,5.5,,D,58.88,1960,P04,19 F5-7,3270,25,3046,3071,0.008,0.992
935,11,52,0,0,3271,1,117,19 F5-7 LIND,Lind,LIN,2,2019,Otto,2019 Freeze Test,Otto,SWW,,Eltan//Madsen/Eltan///Eltan,-9,lbw,83,4.5,3.96,3,5.54,10.7,,,350.52,5.5,,L,59.85,2420,Q04,19 F5-7,3271,234,2837,3071,0.076,0.924
936,10,52,0,0,3272,1,14,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-86,,14X1003,,-86,(02-08806A/X070051-0-0-47C),-9,cbw,80,2.2,3.65,4,6.01,12.2,,,363.22,5.5,,D,59.76,2030,R04,19 F5-7,3272,474,2597,3071,0.154,0.846
937,10,53,0,0,3273,1,46,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-190,,14X1003,,-190,(02-08806A/X070051-0-0-47C),-9,cbw,90,1.7,4.21,1,4.33,14.4,,,358.14,5.5,,M,62.35,1930,R05,19 F5-7,3273,386,2685,3071,0.126,0.874
938,11,53,0,0,3274,1,95,19 F5-7 LIND,Lind,LIN,2,2019,14X1008-0-0-2,,14X1008,,-2,(5J030235-7/X06041-0-0-1-9L),-9,cbw,80,2.7,3.79,2,6.43,11.7,,,335.28,5.5,,D,59.54,2220,Q05,19 F5-7,3274,1470,1601,3071,0.479,0.521
939,12,53,0,0,3275,1,124,19 F5-7 LIND,Lind,LIN,2,2019,Pritchett,16 SOFT ELITE ADV DIS,4J071366-1,17 Soft Elite,,3J030235-1//Bruehl -1 -4,-9,cbw,75,1.2,3.87,3,6.62,11.9,,,337.82,5.5,,M,60.31,2100,P05,19 F5-7,3275,2,3069,3071,0.001,0.999
940,13,53,0,0,3276,1,97,19 F5-7 LIND,Lind,LIN,2,2019,14X1008-0-0-5,,14X1008,,-5,(5J030235-7/X06041-0-0-1-9L),-9,cbw,80,3,3.74,4,6.73,11.1,,,353.06,5.5,,M,61.25,2190,O05,19 F5-7,3276,122,2949,3071,0.04,0.96
941,14,53,0,0,3277,1,64,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-33,,828,,-33,(X010770-0-1/02-10606A),-9,caw,82,4,4.31,1,4.51,12.7,,,307.34,5.5,,M,57.29,1970,N05,19 F5-7,3277,378,2693,3071,0.123,0.877
942,15,53,0,0,3278,1,114,19 F5-7 LIND,Lind,LIN,2,2019,Bobtail,2019 SW Winter PUL,,SWW,,,-9,law,82,3,3.33,2,5.87,10.2,,,360.68,5.5,,D,59.79,2090,M05,19 F5-7,3278,7,3064,3071,0.002,0.998
943,16,53,0,0,3279,1,38,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-176,,14X1003,,-176,(02-08806A/X070051-0-0-47C),-9,cbw,73,3,3.47,3,5.5,12.6,,,373.38,5.5,,M,60.46,1590,L05,19 F5-7,3279,410,2661,3071,0.134,0.866
944,17,53,0,0,3280,1,17,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-102,,14X1003,,-102,(02-08806A/X070051-0-0-47C),-9,cbw,70,2.8,3.56,4,6.19,11.9,,,314.96,5.5,,D,60.32,1610,K05,19 F5-7,3280,977,2094,3071,0.318,0.682
945,18,53,0,0,3281,1,25,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-124,,14X1003,,-124,(02-08806A/X070051-0-0-47C),-9,cbw,87,2.5,3.77,1,4.6,13,,,383.54,5.5,,M,57.67,2480,J05,19 F5-7,3281,3,3068,3071,0.001,0.999
946,19,53,0,0,3282,1,15,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-88,,14X1003,,-88,(02-08806A/X070051-0-0-47C),-9,cbw,85,2.5,4.15,2,6.38,12,,,332.74,5.5,,M,60.26,1680,I05,19 F5-7,3282,8,3063,3071,0.003,0.997
947,20,53,0,0,3283,1,123,19 F5-7 LIND,Lind,LIN,2,2019,Jasper,2019 Freeze Test,WA 8169,SWW,,J950081-0001/Brundage 96 - 2,-9,lbw,72,3.2,3.91,3,6.04,10.1,,,345.44,5.5,,L,59.96,2090,H05,19 F5-7,3283,338,2733,3071,0.11,0.89
948,21,53,0,0,3284,1,102,19 F5-7 LIND,Lind,LIN,2,2019,14X1008-0-0-10,,14X1008,,-10,(5J030235-7/X06041-0-0-1-9L),-9,cbw,80,2.4,3.9,4,6.79,11.6,,,365.76,5.5,,D,59.72,2710,G05,19 F5-7,3284,64,3007,3071,0.021,0.979
949,22,53,0,0,3285,1,37,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-175,,14X1003,,-175,(02-08806A/X070051-0-0-47C),-9,cbw,82,2,3.78,1,3.72,13.7,,,388.62,5.5,,M,61.07,2100,F05,19 F5-7,3285,213,2858,3071,0.069,0.931
950,23,53,0,0,3286,1,70,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-48,,828,,-48,(X010770-0-1/02-10606A),-9,cbw,85,2.4,4.05,2,6.5,11.1,,,330.2,5.5,,M,59.14,1730,E05,19 F5-7,3286,716,2355,3071,0.233,0.767
951,24,53,0,0,3287,1,113,19 F5-7 LIND,Lind,LIN,2,2019,ARS Crescent,,,,,Dusty//MDN sib/Dusty///WA7665/RULO,-9,cbw,82,1,3.71,3,6.28,11.2,,,335.28,5.5,,D,59.39,2010,D05,19 F5-7,3287,270,2801,3071,0.088,0.912
952,25,53,0,0,3288,1,55,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-6,,828,,-6,(X010770-0-1/02-10606A),-9,caw,87,3.3,3.68,4,5.66,10.4,,,355.6,5.5,,D,57.92,2030,C05,19 F5-7,3288,1065,2006,3071,0.347,0.653
953,26,53,0,0,3289,1,51,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-204,,14X1003,,-204,(02-08806A/X070051-0-0-47C),-9,cbw,77,1.7,4.51,1,3.59,14.6,,,332.74,5.5,,M,61.04,1860,B05,19 F5-7,3289,72,2999,3071,0.023,0.977
954,27,53,0,0,3290,1,89,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-102,,828,,-102,(X010770-0-1/02-10606A),-9,caw,85,3,4.14,2,5.64,11.2,,,353.06,5.5,,D,59.74,2130,A05,19 F5-7,3290,95,2976,3071,0.031,0.969
955,27,54,0,0,3291,1,118,19 F5-7 LIND,Lind,LIN,2,2019,SY Banks,,,,,,-9,lbw,82,1.8,3.47,3,4.53,12.1,,,347.98,5.5,,M,.,1840,A06,19 F5-7,3291,588,2483,3071,0.191,0.809
956,26,54,0,0,3292,1,41,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-180,,14X1003,,-180,(02-08806A/X070051-0-0-47C),-9,cbw,80,3,3.88,4,5.73,12.9,,,325.12,5.5,,D,.,1855,B06,19 F5-7,3292,1008,2063,3071,0.328,0.672
957,25,54,0,0,3293,1,42,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-181,,14X1003,,-181,(02-08806A/X070051-0-0-47C),-9,cbw,83,2,4.7,1,4.39,15.2,,,363.22,5.5,,D,.,2255,C06,19 F5-7,3293,1434,1637,3071,0.467,0.533
958,24,54,0,0,3294,1,86,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-95,,828,,-95,(X010770-0-1/02-10606A),-9,caw,82,3.2,3.94,2,5.93,11.3,,,381,5.5,,D,.,1695,D06,19 F5-7,3294,204,2867,3071,0.066,0.934
959,23,54,0,0,3295,1,94,19 F5-7 LIND,Lind,LIN,2,2019,14X1008-0-0-1,,14X1008,,-1,(5J030235-7/X06041-0-0-1-9L),-9,cbw,84,3.4,4.61,3,5.8,12.8,,,337.82,5.5,,D,.,2185,E06,19 F5-7,3295,961,2110,3071,0.313,0.687
960,22,54,0,0,3296,1,44,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-185,,14X1003,,-185,(02-08806A/X070051-0-0-47C),-9,cbw,95,2.8,4.02,4,5.79,12.6,,,375.92,5.5,,D,.,2075,F06,19 F5-7,3296,433,2638,3071,0.141,0.859
961,21,54,0,0,3297,1,73,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-55,,828,,-55,(X010770-0-1/02-10606A),-9,caw,85,2.2,4.97,1,3.87,13.3,,,350.52,5.5,,D,.,2035,G06,19 F5-7,3297,187,2884,3071,0.061,0.939
962,20,54,0,0,3298,1,123,19 F5-7 LIND,Lind,LIN,2,2019,Jasper,2019 Freeze Test,WA 8169,SWW,,J950081-0001/Brundage 96 - 2,-9,lbw,75,3,3.97,2,5.69,10,,,327.66,5.5,,D,.,1795,H06,19 F5-7,3298,1048,2023,3071,0.341,0.659
963,19,54,0,0,3299,1,109,19 F5-7 LIND,Lind,LIN,2,2019,14X1008-0-0-28,,14X1008,,-28,(5J030235-7/X06041-0-0-1-9L),-9,cbw,66,2.7,4.28,3,5.46,12.2,,,325.12,5.5,,D,.,1900,I06,19 F5-7,3299,1883,1188,3071,0.613,0.387
964,18,54,0,0,3300,1,21,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-110,,14X1003,,-110,(02-08806A/X070051-0-0-47C),-9,cbw,82,1.9,3.76,4,5.15,12.3,,,393.7,5.5,,M,.,1785,J06,19 F5-7,3300,646,2425,3071,0.21,0.79
965,17,54,0,0,3301,1,5,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-66,,14X1003,,-66,(02-08806A/X070051-0-0-47C),-9,cbw,90,1.9,4.59,1,3.86,14.7,,,330.2,5.5,,L,.,1785,K06,19 F5-7,3301,76,2995,3071,0.025,0.975
966,16,54,0,0,3302,1,115,19 F5-7 LIND,Lind,LIN,2,2019,BRUEHL,2019 SW Winter ALM,SNP1275,WC,,UNA(NS1971)/5/Oasis/4/Luke//Itana/,-9,cbw,85,1.7,3.75,2,5.89,11.5,,,363.22,5.5,,M,.,1795,L06,19 F5-7,3302,192,2879,3071,0.063,0.937
967,15,54,0,0,3303,1,92,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-109,,828,,-109,(X010770-0-1/02-10606A),-9,caw,87,2.7,4.43,3,5.35,12.6,,,381,5.5,,M,.,2235,M06,19 F5-7,3303,27,3044,3071,0.009,0.991
968,14,54,0,0,3304,1,77,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-66,,828,,-66,(X010770-0-1/02-10606A),-9,caw,87,2.1,4.41,4,6.33,11.7,,,332.74,5.5,,D,.,2050,N06,19 F5-7,3304,361,2710,3071,0.118,0.882
969,13,54,0,0,3305,1,61,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-24,,828,,-24,(X010770-0-1/02-10606A),-9,cbw,90,2,4.55,1,4.08,13.2,,,378.46,5.5,,D,.,2300,O06,19 F5-7,3305,1686,1385,3071,0.549,0.451
970,12,54,0,0,3306,1,124,19 F5-7 LIND,Lind,LIN,2,2019,Pritchett,16 SOFT ELITE ADV DIS,4J071366-1,17 Soft Elite,,3J030235-1//Bruehl -1 -4,-9,cbw,83,0.9,3.87,2,6.11,12,,,335.28,5.5,,M,.,2455,P06,19 F5-7,3306,442,2629,3071,0.144,0.856
971,11,54,0,0,3307,1,81,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-83,,828,,-83,(X010770-0-1/02-10606A),-9,caw,95,2.4,4.3,3,5.49,12.2,,,347.98,5.5,,M,.,2195,Q06,19 F5-7,3307,1031,2040,3071,0.336,0.664
972,10,54,0,0,3308,1,33,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-147,,14X1003,,-147,(02-08806A/X070051-0-0-47C),-9,cbw,78,1,3.75,4,5,12.7,,,350.52,5.5,,D,.,1755,R06,19 F5-7,3308,726,2345,3071,0.236,0.764
973,10,55,0,0,3309,1,16,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-92,,14X1003,,-92,(02-08806A/X070051-0-0-47C),-9,cbw,76,1.6,4.5,1,4.25,14.1,,,314.96,5.5,,M,.,1755,R07,19 F5-7,3309,2230,841,3071,0.726,0.274
